Detector: D394539
DataExportDate: Friday, February 09, 2024
Start Time: 10:35:30
End Time: 10:51:05
Measurement Duration 00:15:35
Start Temperature 27.00 / 27.00 degree-C
End Temperature 27.50 / 27.00 degree-C
Applied Bias 3299 V
Opal Kelly XEM3010
RadiationSource: Cs-137
BinsPerPixel: 1500
TotalPixels: 121
PixelsWithCounts: 108
RawFWHM: 1.9
SteeringScore: 7.5
UncorrectedSteering: 9.3
NoiseLevel: 7.6
GainDeficitResults: 14 pixels 75 bins from peak, 14 at 50 bins, 16 at 25 bins, 23 at 10 bins
H3D_Pixel,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30,bin31,bin32,bin33,bin34,bin35,bin36,bin37,bin38,bin39,bin40,bin41,bin42,bin43,bin44,bin45,bin46,bin47,bin48,bin49,bin50,bin51,bin52,bin53,bin54,bin55,bin56,bin57,bin58,bin59,bin60,bin61,bin62,bin63,bin64,bin65,bin66,bin67,bin68,bin69,bin70,bin71,bin72,bin73,bin74,bin75,bin76,bin77,bin78,bin79,bin80,bin81,bin82,bin83,bin84,bin85,bin86,bin87,bin88,bin89,bin90,bin91,bin92,bin93,bin94,bin95,bin96,bin97,bin98,bin99,bin100,bin101,bin102,bin103,bin104,bin105,bin106,bin107,bin108,bin109,bin110,bin111,bin112,bin113,bin114,bin115,bin116,bin117,bin118,bin119,bin120,bin121,bin122,bin123,bin124,bin125,bin126,bin127,bin128,bin129,bin130,bin131,bin132,bin133,bin134,bin135,bin136,bin137,bin138,bin139,bin140,bin141,bin142,bin143,bin144,bin145,bin146,bin147,bin148,bin149,bin150,bin151,bin152,bin153,bin154,bin155,bin156,bin157,bin158,bin159,bin160,bin161,bin162,bin163,bin164,bin165,bin166,bin167,bin168,bin169,bin170,bin171,bin172,bin173,bin174,bin175,bin176,bin177,bin178,bin179,bin180,bin181,bin182,bin183,bin184,bin185,bin186,bin187,bin188,bin189,bin190,bin191,bin192,bin193,bin194,bin195,bin196,bin197,bin198,bin199,bin200,bin201,bin202,bin203,bin204,bin205,bin206,bin207,bin208,bin209,bin210,bin211,bin212,bin213,bin214,bin215,bin216,bin217,bin218,bin219,bin220,bin221,bin222,bin223,bin224,bin225,bin226,bin227,bin228,bin229,bin230,bin231,bin232,bin233,bin234,bin235,bin236,bin237,bin238,bin239,bin240,bin241,bin242,bin243,bin244,bin245,bin246,bin247,bin248,bin249,bin250,bin251,bin252,bin253,bin254,bin255,bin256,bin257,bin258,bin259,bin260,bin261,bin262,bin263,bin264,bin265,bin266,bin267,bin268,bin269,bin270,bin271,bin272,bin273,bin274,bin275,bin276,bin277,bin278,bin279,bin280,bin281,bin282,bin283,bin284,bin285,bin286,bin287,bin288,bin289,bin290,bin291,bin292,bin293,bin294,bin295,bin296,bin297,bin298,bin299,bin300,bin301,bin302,bin303,bin304,bin305,bin306,bin307,bin308,bin309,bin310,bin311,bin312,bin313,bin314,bin315,bin316,bin317,bin318,bin319,bin320,bin321,bin322,bin323,bin324,bin325,bin326,bin327,bin328,bin329,bin330,bin331,bin332,bin333,bin334,bin335,bin336,bin337,bin338,bin339,bin340,bin341,bin342,bin343,bin344,bin345,bin346,bin347,bin348,bin349,bin350,bin351,bin352,bin353,bin354,bin355,bin356,bin357,bin358,bin359,bin360,bin361,bin362,bin363,bin364,bin365,bin366,bin367,bin368,bin369,bin370,bin371,bin372,bin373,bin374,bin375,bin376,bin377,bin378,bin379,bin380,bin381,bin382,bin383,bin384,bin385,bin386,bin387,bin388,bin389,bin390,bin391,bin392,bin393,bin394,bin395,bin396,bin397,bin398,bin399,bin400,bin401,bin402,bin403,bin404,bin405,bin406,bin407,bin408,bin409,bin410,bin411,bin412,bin413,bin414,bin415,bin416,bin417,bin418,bin419,bin420,bin421,bin422,bin423,bin424,bin425,bin426,bin427,bin428,bin429,bin430,bin431,bin432,bin433,bin434,bin435,bin436,bin437,bin438,bin439,bin440,bin441,bin442,bin443,bin444,bin445,bin446,bin447,bin448,bin449,bin450,bin451,bin452,bin453,bin454,bin455,bin456,bin457,bin458,bin459,bin460,bin461,bin462,bin463,bin464,bin465,bin466,bin467,bin468,bin469,bin470,bin471,bin472,bin473,bin474,bin475,bin476,bin477,bin478,bin479,bin480,bin481,bin482,bin483,bin484,bin485,bin486,bin487,bin488,bin489,bin490,bin491,bin492,bin493,bin494,bin495,bin496,bin497,bin498,bin499,bin500,bin501,bin502,bin503,bin504,bin505,bin506,bin507,bin508,bin509,bin510,bin511,bin512,bin513,bin514,bin515,bin516,bin517,bin518,bin519,bin520,bin521,bin522,bin523,bin524,bin525,bin526,bin527,bin528,bin529,bin530,bin531,bin532,bin533,bin534,bin535,bin536,bin537,bin538,bin539,bin540,bin541,bin542,bin543,bin544,bin545,bin546,bin547,bin548,bin549,bin550,bin551,bin552,bin553,bin554,bin555,bin556,bin557,bin558,bin559,bin560,bin561,bin562,bin563,bin564,bin565,bin566,bin567,bin568,bin569,bin570,bin571,bin572,bin573,bin574,bin575,bin576,bin577,bin578,bin579,bin580,bin581,bin582,bin583,bin584,bin585,bin586,bin587,bin588,bin589,bin590,bin591,bin592,bin593,bin594,bin595,bin596,bin597,bin598,bin599,bin600,bin601,bin602,bin603,bin604,bin605,bin606,bin607,bin608,bin609,bin610,bin611,bin612,bin613,bin614,bin615,bin616,bin617,bin618,bin619,bin620,bin621,bin622,bin623,bin624,bin625,bin626,bin627,bin628,bin629,bin630,bin631,bin632,bin633,bin634,bin635,bin636,bin637,bin638,bin639,bin640,bin641,bin642,bin643,bin644,bin645,bin646,bin647,bin648,bin649,bin650,bin651,bin652,bin653,bin654,bin655,bin656,bin657,bin658,bin659,bin660,bin661,bin662,bin663,bin664,bin665,bin666,bin667,bin668,bin669,bin670,bin671,bin672,bin673,bin674,bin675,bin676,bin677,bin678,bin679,bin680,bin681,bin682,bin683,bin684,bin685,bin686,bin687,bin688,bin689,bin690,bin691,bin692,bin693,bin694,bin695,bin696,bin697,bin698,bin699,bin700,bin701,bin702,bin703,bin704,bin705,bin706,bin707,bin708,bin709,bin710,bin711,bin712,bin713,bin714,bin715,bin716,bin717,bin718,bin719,bin720,bin721,bin722,bin723,bin724,bin725,bin726,bin727,bin728,bin729,bin730,bin731,bin732,bin733,bin734,bin735,bin736,bin737,bin738,bin739,bin740,bin741,bin742,bin743,bin744,bin745,bin746,bin747,bin748,bin749,bin750,bin751,bin752,bin753,bin754,bin755,bin756,bin757,bin758,bin759,bin760,bin761,bin762,bin763,bin764,bin765,bin766,bin767,bin768,bin769,bin770,bin771,bin772,bin773,bin774,bin775,bin776,bin777,bin778,bin779,bin780,bin781,bin782,bin783,bin784,bin785,bin786,bin787,bin788,bin789,bin790,bin791,bin792,bin793,bin794,bin795,bin796,bin797,bin798,bin799,bin800,bin801,bin802,bin803,bin804,bin805,bin806,bin807,bin808,bin809,bin810,bin811,bin812,bin813,bin814,bin815,bin816,bin817,bin818,bin819,bin820,bin821,bin822,bin823,bin824,bin825,bin826,bin827,bin828,bin829,bin830,bin831,bin832,bin833,bin834,bin835,bin836,bin837,bin838,bin839,bin840,bin841,bin842,bin843,bin844,bin845,bin846,bin847,bin848,bin849,bin850,bin851,bin852,bin853,bin854,bin855,bin856,bin857,bin858,bin859,bin860,bin861,bin862,bin863,bin864,bin865,bin866,bin867,bin868,bin869,bin870,bin871,bin872,bin873,bin874,bin875,bin876,bin877,bin878,bin879,bin880,bin881,bin882,bin883,bin884,bin885,bin886,bin887,bin888,bin889,bin890,bin891,bin892,bin893,bin894,bin895,bin896,bin897,bin898,bin899,bin900,bin901,bin902,bin903,bin904,bin905,bin906,bin907,bin908,bin909,bin910,bin911,bin912,bin913,bin914,bin915,bin916,bin917,bin918,bin919,bin920,bin921,bin922,bin923,bin924,bin925,bin926,bin927,bin928,bin929,bin930,bin931,bin932,bin933,bin934,bin935,bin936,bin937,bin938,bin939,bin940,bin941,bin942,bin943,bin944,bin945,bin946,bin947,bin948,bin949,bin950,bin951,bin952,bin953,bin954,bin955,bin956,bin957,bin958,bin959,bin960,bin961,bin962,bin963,bin964,bin965,bin966,bin967,bin968,bin969,bin970,bin971,bin972,bin973,bin974,bin975,bin976,bin977,bin978,bin979,bin980,bin981,bin982,bin983,bin984,bin985,bin986,bin987,bin988,bin989,bin990,bin991,bin992,bin993,bin994,bin995,bin996,bin997,bin998,bin999,bin1000,bin1001,bin1002,bin1003,bin1004,bin1005,bin1006,bin1007,bin1008,bin1009,bin1010,bin1011,bin1012,bin1013,bin1014,bin1015,bin1016,bin1017,bin1018,bin1019,bin1020,bin1021,bin1022,bin1023,bin1024,bin1025,bin1026,bin1027,bin1028,bin1029,bin1030,bin1031,bin1032,bin1033,bin1034,bin1035,bin1036,bin1037,bin1038,bin1039,bin1040,bin1041,bin1042,bin1043,bin1044,bin1045,bin1046,bin1047,bin1048,bin1049,bin1050,bin1051,bin1052,bin1053,bin1054,bin1055,bin1056,bin1057,bin1058,bin1059,bin1060,bin1061,bin1062,bin1063,bin1064,bin1065,bin1066,bin1067,bin1068,bin1069,bin1070,bin1071,bin1072,bin1073,bin1074,bin1075,bin1076,bin1077,bin1078,bin1079,bin1080,bin1081,bin1082,bin1083,bin1084,bin1085,bin1086,bin1087,bin1088,bin1089,bin1090,bin1091,bin1092,bin1093,bin1094,bin1095,bin1096,bin1097,bin1098,bin1099,bin1100,bin1101,bin1102,bin1103,bin1104,bin1105,bin1106,bin1107,bin1108,bin1109,bin1110,bin1111,bin1112,bin1113,bin1114,bin1115,bin1116,bin1117,bin1118,bin1119,bin1120,bin1121,bin1122,bin1123,bin1124,bin1125,bin1126,bin1127,bin1128,bin1129,bin1130,bin1131,bin1132,bin1133,bin1134,bin1135,bin1136,bin1137,bin1138,bin1139,bin1140,bin1141,bin1142,bin1143,bin1144,bin1145,bin1146,bin1147,bin1148,bin1149,bin1150,bin1151,bin1152,bin1153,bin1154,bin1155,bin1156,bin1157,bin1158,bin1159,bin1160,bin1161,bin1162,bin1163,bin1164,bin1165,bin1166,bin1167,bin1168,bin1169,bin1170,bin1171,bin1172,bin1173,bin1174,bin1175,bin1176,bin1177,bin1178,bin1179,bin1180,bin1181,bin1182,bin1183,bin1184,bin1185,bin1186,bin1187,bin1188,bin1189,bin1190,bin1191,bin1192,bin1193,bin1194,bin1195,bin1196,bin1197,bin1198,bin1199,bin1200,bin1201,bin1202,bin1203,bin1204,bin1205,bin1206,bin1207,bin1208,bin1209,bin1210,bin1211,bin1212,bin1213,bin1214,bin1215,bin1216,bin1217,bin1218,bin1219,bin1220,bin1221,bin1222,bin1223,bin1224,bin1225,bin1226,bin1227,bin1228,bin1229,bin1230,bin1231,bin1232,bin1233,bin1234,bin1235,bin1236,bin1237,bin1238,bin1239,bin1240,bin1241,bin1242,bin1243,bin1244,bin1245,bin1246,bin1247,bin1248,bin1249,bin1250,bin1251,bin1252,bin1253,bin1254,bin1255,bin1256,bin1257,bin1258,bin1259,bin1260,bin1261,bin1262,bin1263,bin1264,bin1265,bin1266,bin1267,bin1268,bin1269,bin1270,bin1271,bin1272,bin1273,bin1274,bin1275,bin1276,bin1277,bin1278,bin1279,bin1280,bin1281,bin1282,bin1283,bin1284,bin1285,bin1286,bin1287,bin1288,bin1289,bin1290,bin1291,bin1292,bin1293,bin1294,bin1295,bin1296,bin1297,bin1298,bin1299,bin1300,bin1301,bin1302,bin1303,bin1304,bin1305,bin1306,bin1307,bin1308,bin1309,bin1310,bin1311,bin1312,bin1313,bin1314,bin1315,bin1316,bin1317,bin1318,bin1319,bin1320,bin1321,bin1322,bin1323,bin1324,bin1325,bin1326,bin1327,bin1328,bin1329,bin1330,bin1331,bin1332,bin1333,bin1334,bin1335,bin1336,bin1337,bin1338,bin1339,bin1340,bin1341,bin1342,bin1343,bin1344,bin1345,bin1346,bin1347,bin1348,bin1349,bin1350,bin1351,bin1352,bin1353,bin1354,bin1355,bin1356,bin1357,bin1358,bin1359,bin1360,bin1361,bin1362,bin1363,bin1364,bin1365,bin1366,bin1367,bin1368,bin1369,bin1370,bin1371,bin1372,bin1373,bin1374,bin1375,bin1376,bin1377,bin1378,bin1379,bin1380,bin1381,bin1382,bin1383,bin1384,bin1385,bin1386,bin1387,bin1388,bin1389,bin1390,bin1391,bin1392,bin1393,bin1394,bin1395,bin1396,bin1397,bin1398,bin1399,bin1400,bin1401,bin1402,bin1403,bin1404,bin1405,bin1406,bin1407,bin1408,bin1409,bin1410,bin1411,bin1412,bin1413,bin1414,bin1415,bin1416,bin1417,bin1418,bin1419,bin1420,bin1421,bin1422,bin1423,bin1424,bin1425,bin1426,bin1427,bin1428,bin1429,bin1430,bin1431,bin1432,bin1433,bin1434,bin1435,bin1436,bin1437,bin1438,bin1439,bin1440,bin1441,bin1442,bin1443,bin1444,bin1445,bin1446,bin1447,bin1448,bin1449,bin1450,bin1451,bin1452,bin1453,bin1454,bin1455,bin1456,bin1457,bin1458,bin1459,bin1460,bin1461,bin1462,bin1463,bin1464,bin1465,bin1466,bin1467,bin1468,bin1469,bin1470,bin1471,bin1472,bin1473,bin1474,bin1475,bin1476,bin1477,bin1478,bin1479,bin1480,bin1481,bin1482,bin1483,bin1484,bin1485,bin1486,bin1487,bin1488,bin1489,bin1490,bin1491,bin1492,bin1493,bin1494,bin1495,bin1496,bin1497,bin1498,bin1499
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,2,2,3,2,6,2,4,2,1,8,6,4,6,7,4,7,8,8,9,20,20,12,21,20,25,28,26,19,38,31,29,31,42,44,27,42,42,38,57,55,39,52,48,40,49,37,42,50,42,44,34,35,28,43,39,47,44,34,25,39,32,39,28,37,27,31,32,31,26,26,29,29,28,38,34,21,25,24,32,25,30,20,24,28,22,29,19,23,11,20,30,21,16,15,20,17,19,15,18,19,14,20,12,15,7,13,13,14,12,13,11,13,14,10,12,7,5,7,17,12,8,6,14,7,12,13,6,13,4,7,11,10,8,14,9,6,4,5,9,1,9,6,6,12,4,9,6,3,8,5,8,6,4,10,5,7,5,6,3,8,10,2,1,6,3,7,3,4,8,4,4,2,3,2,2,1,2,2,6,5,4,3,5,1,3,7,6,2,2,1,4,4,2,2,3,4,2,3,1,4,2,0,0,1,1,1,2,1,3,1,3,1,3,2,1,3,3,1,1,2,0,1,4,1,1,3,3,0,2,2,2,1,2,2,1,0,0,2,2,1,1,0,2,2,0,0,1,1,0,0,1,2,1,2,2,1,1,0,2,3,1,1,0,3,2,2,3,1,2,1,0,2,1,1,0,1,1,0,1,2,2,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,3,8,7,5,2,0,2,7,1,4,6,2,3,4,0,3,5,2,1,1,2,4,3,2,3,4,4,3,5,0,3,6,8,7,13,12,6,8,13,12,16,15,10,10,19,19,11,11,19,17,15,23,20,18,19,16,18,14,17,19,13,11,19,15,16,12,18,18,13,15,19,10,11,10,13,12,8,11,13,14,9,10,6,13,11,9,6,8,3,7,6,7,12,9,3,9,7,5,6,6,4,3,8,9,3,6,2,3,4,4,4,4,2,5,1,0,2,5,2,4,3,3,3,0,3,5,2,0,1,1,1,3,4,0,1,5,2,1,1,3,1,1,4,1,1,4,0,2,0,1,0,0,0,2,5,0,3,2,1,1,1,0,1,2,1,2,2,1,0,2,1,1,1,1,0,3,0,0,0,1,0,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
